,year,age,relig,partyid,income,region,race,hapmar,abdefect,abnomore,abhlth,abpoor,abrape,absingle,abany,childs
57188,2014,38.0,7.0,5.0,12.0,2,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0
5277,1975,46.0,1.0,5.0,8.0,5,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,,3.0
47716,2006,57.0,2.0,6.0,12.0,8,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0
60650,2016,30.0,4.0,2.0,12.0,3,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
68827,2021,33.0,2.0,5.0,5.0,5,1.0,,,,,,,,,0.0
20966,1987,34.0,4.0,3.0,8.0,9,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
67712,2021,83.0,2.0,1.0,12.0,6,1.0,1.0,,,,,,,,3.0
47700,2006,44.0,1.0,3.0,12.0,8,1.0,2.0,,,,,,,,0.0
15549,1983,40.0,4.0,1.0,10.0,9,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0
15672,1984,28.0,4.0,1.0,12.0,9,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
37523,1998,64.0,1.0,1.0,,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
21432,1987,23.0,1.0,2.0,12.0,5,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
56256,2012,31.0,4.0,7.0,12.0,5,1.0,,,,,,,,,0.0
54480,2010,55.0,4.0,2.0,9.0,9,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
61372,2016,39.0,1.0,1.0,12.0,5,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
58520,2014,41.0,2.0,3.0,12.0,2,1.0,3.0,,,,,,,,1.0
39731,2000,47.0,1.0,5.0,12.0,5,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0
69725,2022,32.0,4.0,1.0,12.0,2,3.0,,,,,,,,,0.0
31122,1994,41.0,4.0,2.0,11.0,5,1.0,,,,,,,,,1.0
67851,2021,41.0,4.0,0.0,12.0,9,,,,,,,,,,0.0
55522,2012,51.0,2.0,6.0,12.0,7,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0
62982,2018,73.0,1.0,5.0,12.0,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
37692,1998,29.0,1.0,3.0,12.0,3,1.0,1.0,2.0,2.0,,2.0,,2.0,2.0,3.0
8732,1977,67.0,1.0,0.0,12.0,7,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0
45394,2004,36.0,2.0,3.0,12.0,6,3.0,2.0,,,,,,,,0.0
41656,2002,55.0,4.0,5.0,12.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
47779,2006,50.0,4.0,5.0,12.0,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
30780,1994,37.0,2.0,1.0,12.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
59477,2014,63.0,1.0,6.0,12.0,5,1.0,,,,,,,,,3.0
5911,1975,24.0,1.0,6.0,8.0,5,1.0,1.0,2.0,2.0,1.0,,1.0,2.0,,3.0
54822,2010,67.0,1.0,5.0,12.0,5,1.0,,,2.0,1.0,2.0,1.0,2.0,,2.0
40554,2000,55.0,1.0,4.0,12.0,8,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
43633,2002,65.0,1.0,5.0,12.0,5,1.0,,,,,,,,,3.0
72341,2022,25.0,1.0,6.0,12.0,5,1.0,1.0,,,1.0,2.0,1.0,,,
57808,2014,48.0,2.0,4.0,12.0,5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0
38716,2000,38.0,2.0,3.0,,2,1.0,1.0,,,,,,,,2.0
30974,1994,54.0,1.0,2.0,10.0,5,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
5289,1975,68.0,1.0,6.0,,6,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,3.0
4898,1975,45.0,4.0,2.0,11.0,9,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
23111,1988,51.0,2.0,4.0,11.0,4,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,4.0
51162,2008,61.0,1.0,5.0,8.0,9,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0
2729,1973,36.0,2.0,7.0,,4,3.0,2.0,1.0,2.0,1.0,1.0,,2.0,,2.0
63666,2018,22.0,4.0,2.0,12.0,8,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
63957,2018,58.0,1.0,6.0,12.0,5,1.0,2.0,,,,,,,,0.0
33794,1996,86.0,1.0,6.0,12.0,4,1.0,,,,,,,,,1.0
7741,1977,42.0,1.0,3.0,9.0,3,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0
65230,2021,53.0,1.0,6.0,12.0,8,1.0,,,,,,,,,0.0
43244,2002,29.0,1.0,6.0,12.0,4,1.0,,,,,,,,,1.0
6620,1976,34.0,,3.0,6.0,9,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
41637,2002,30.0,1.0,5.0,9.0,9,1.0,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0
43283,2002,59.0,1.0,3.0,9.0,3,1.0,,,,,,,,,4.0
43719,2004,67.0,2.0,3.0,12.0,2,1.0,,,,,,,,,2.0
62826,2018,60.0,1.0,6.0,,5,1.0,2.0,,,,,,,,4.0
11205,1980,41.0,2.0,1.0,12.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0
17513,1985,63.0,2.0,6.0,11.0,2,1.0,1.0,,,,,,,,7.0
42722,2002,45.0,1.0,6.0,10.0,5,1.0,,,,,,,,,2.0
53278,2010,36.0,2.0,1.0,12.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
33592,1996,59.0,1.0,3.0,10.0,6,1.0,,2.0,2.0,,2.0,2.0,2.0,2.0,8.0
60009,2016,68.0,4.0,1.0,10.0,5,1.0,,,,,,,,,0.0
59427,2014,64.0,2.0,5.0,,3,1.0,2.0,,,,,,,,5.0
27043,1991,41.0,2.0,4.0,12.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
24403,1989,52.0,4.0,7.0,12.0,9,1.0,2.0,,,,,,,,4.0
44456,2004,33.0,1.0,6.0,12.0,5,1.0,,,,,,,,,0.0
20583,1987,79.0,3.0,5.0,12.0,3,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
58189,2014,39.0,1.0,4.0,12.0,2,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
68082,2021,55.0,4.0,2.0,12.0,8,1.0,1.0,,,,,,,,1.0
63667,2018,43.0,2.0,2.0,12.0,8,1.0,2.0,,,,,,,,1.0
51660,2008,51.0,4.0,3.0,12.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
68592,2021,35.0,5.0,2.0,12.0,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
55129,2012,51.0,3.0,2.0,12.0,2,1.0,,,,,,,,,0.0
26416,1991,27.0,3.0,4.0,,2,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,,0.0
43265,2002,64.0,1.0,6.0,11.0,3,1.0,,,,,,,,,5.0
72188,2022,65.0,1.0,4.0,12.0,4,2.0,1.0,,,,,,,,0.0
30819,1994,25.0,1.0,6.0,,3,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0
13925,1982,23.0,1.0,0.0,6.0,3,2.0,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0
40012,2000,23.0,1.0,6.0,12.0,8,1.0,,1.0,2.0,1.0,,1.0,2.0,2.0,0.0
28756,1993,40.0,1.0,3.0,12.0,7,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,4.0
71740,2022,60.0,2.0,5.0,12.0,7,3.0,1.0,,,,,,,,0.0
6415,1976,48.0,4.0,2.0,9.0,2,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,,1.0
4811,1975,31.0,1.0,3.0,8.0,6,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,,3.0
768,1972,43.0,5.0,2.0,,9,1.0,,,,,,1.0,2.0,,5.0
25242,1990,73.0,1.0,5.0,10.0,2,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0
13719,1982,26.0,2.0,1.0,,9,2.0,,1.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0
32953,1996,47.0,2.0,5.0,12.0,3,1.0,3.0,,,,,,,,2.0
30494,1994,78.0,2.0,1.0,4.0,1,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
1201,1972,80.0,1.0,6.0,,4,1.0,,1.0,2.0,1.0,2.0,1.0,1.0,,1.0
53328,2010,49.0,1.0,6.0,12.0,9,1.0,1.0,,,,,,,,2.0
6197,1976,70.0,1.0,3.0,2.0,6,2.0,,2.0,2.0,2.0,2.0,1.0,2.0,,4.0
67318,2021,64.0,1.0,0.0,2.0,3,2.0,,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0
19593,1986,38.0,3.0,1.0,12.0,9,1.0,1.0,,,,,,,,2.0
27763,1991,60.0,1.0,1.0,11.0,9,1.0,1.0,,,,,,,,3.0
1666,1973,40.0,1.0,5.0,11.0,3,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0
50348,2006,27.0,1.0,5.0,,5,1.0,1.0,2.0,2.0,,2.0,2.0,2.0,2.0,1.0
66753,2021,37.0,1.0,1.0,9.0,7,1.0,1.0,,,,,,,,0.0
66156,2021,63.0,2.0,5.0,12.0,5,1.0,1.0,,,,,,,,0.0
33991,1996,44.0,4.0,0.0,12.0,5,1.0,,1.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0
56761,2012,27.0,4.0,0.0,8.0,9,1.0,,,,,,,,,0.0
1242,1972,52.0,1.0,1.0,,5,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,3.0
15054,1983,18.0,1.0,4.0,12.0,4,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0
46700,2006,31.0,2.0,5.0,12.0,2,1.0,,,,,,,,,2.0
25495,1990,31.0,2.0,1.0,10.0,3,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
43899,2004,18.0,4.0,6.0,12.0,9,1.0,,,,,,,,,0.0
13379,1982,73.0,1.0,4.0,9.0,2,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0
835,1972,21.0,1.0,5.0,,3,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,,0.0
60246,2016,54.0,1.0,5.0,12.0,2,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0
61255,2016,30.0,2.0,2.0,11.0,5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0
28003,1993,54.0,1.0,4.0,12.0,5,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,,2.0
8043,1977,25.0,1.0,1.0,11.0,9,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
20505,1987,60.0,2.0,2.0,12.0,2,1.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0
45998,2004,46.0,1.0,6.0,12.0,5,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0
6825,1976,66.0,1.0,1.0,2.0,5,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
68665,2021,34.0,4.0,1.0,12.0,5,1.0,,,,,,,,,0.0
55072,2010,43.0,1.0,2.0,12.0,9,1.0,,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
71556,2022,42.0,1.0,4.0,12.0,3,1.0,1.0,,,,,,,,2.0
56985,2012,56.0,1.0,0.0,12.0,6,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0
16334,1984,22.0,1.0,2.0,9.0,5,2.0,,2.0,2.0,1.0,2.0,,2.0,2.0,0.0
5850,1975,73.0,1.0,1.0,2.0,2,2.0,,1.0,2.0,1.0,1.0,,,,2.0
34202,1996,34.0,1.0,7.0,11.0,6,1.0,,,,,,,,,0.0
55633,2012,73.0,4.0,3.0,9.0,5,2.0,,,,,,,,,3.0
55244,2012,52.0,2.0,5.0,10.0,9,1.0,,,,,,,,,0.0
47819,2006,21.0,1.0,5.0,8.0,5,2.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0
57927,2014,42.0,2.0,3.0,12.0,9,1.0,,,,,,,,,2.0
47113,2006,47.0,4.0,1.0,12.0,9,1.0,,,,,,,,,0.0
19852,1986,25.0,1.0,7.0,10.0,6,1.0,2.0,,,,,,,,3.0
27379,1991,74.0,1.0,1.0,9.0,2,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
40811,2000,83.0,1.0,3.0,6.0,6,1.0,,1.0,,1.0,,1.0,2.0,2.0,2.0
52020,2008,47.0,2.0,6.0,12.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
17142,1985,79.0,1.0,4.0,9.0,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
16628,1984,61.0,1.0,5.0,10.0,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0
60035,2016,61.0,1.0,6.0,,5,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0
27014,1991,37.0,1.0,6.0,12.0,5,3.0,2.0,,2.0,1.0,2.0,1.0,2.0,2.0,2.0
64131,2018,81.0,1.0,5.0,8.0,5,1.0,,,,,,,,,6.0
18008,1985,76.0,1.0,3.0,6.0,5,1.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0
41259,2002,40.0,5.0,3.0,12.0,9,1.0,,,,,,,,,0.0
64633,2018,55.0,1.0,4.0,12.0,4,2.0,,,,,,,,,1.0
2992,1973,58.0,1.0,1.0,,3,1.0,,,,,,,,,0.0
47288,2006,42.0,1.0,6.0,,3,1.0,,,,,,,,,0.0
14128,1983,81.0,3.0,2.0,4.0,2,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
67474,2021,77.0,1.0,0.0,12.0,9,1.0,2.0,,,,,,,,2.0
20535,1987,42.0,4.0,1.0,12.0,1,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
31696,1994,66.0,1.0,3.0,1.0,2,1.0,1.0,,,,,,,,0.0
27510,1991,66.0,1.0,4.0,12.0,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
9803,1978,80.0,2.0,4.0,9.0,3,1.0,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0
9362,1978,25.0,1.0,4.0,9.0,3,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3356,1974,19.0,1.0,5.0,1.0,9,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
45101,2004,42.0,2.0,3.0,12.0,4,1.0,1.0,,,,,,,,2.0
50859,2006,50.0,2.0,5.0,12.0,9,1.0,,,,,,,,,4.0
69144,2022,61.0,1.0,2.0,12.0,9,1.0,,,,,,,,,0.0
46655,2006,32.0,2.0,5.0,12.0,2,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0
12676,1982,27.0,1.0,4.0,12.0,3,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0
52735,2008,68.0,1.0,5.0,,6,1.0,,2.0,2.0,1.0,2.0,1.0,2.0,,3.0
24100,1989,80.0,2.0,5.0,9.0,5,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
21172,1987,36.0,1.0,3.0,2.0,3,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,4.0
69006,2022,74.0,7.0,3.0,12.0,2,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,
49515,2006,33.0,1.0,6.0,12.0,9,1.0,,,,,,,,,5.0
43336,2002,68.0,1.0,5.0,11.0,5,1.0,,,,,,,,,1.0
19286,1986,31.0,1.0,0.0,4.0,5,1.0,2.0,,,,,,,,1.0
42458,2002,35.0,2.0,3.0,12.0,3,1.0,,,,,,,,,2.0
13335,1982,22.0,1.0,3.0,11.0,9,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0
69530,2022,23.0,2.0,3.0,,9,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
57694,2014,67.0,1.0,0.0,10.0,2,2.0,,,,,,,,,2.0
4382,1974,65.0,1.0,7.0,10.0,7,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
38643,2000,78.0,10.0,0.0,,2,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,4.0
33118,1996,53.0,1.0,6.0,12.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
4405,1974,52.0,1.0,1.0,11.0,7,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,,2.0
69996,2022,57.0,2.0,6.0,11.0,3,1.0,2.0,,,,,,,,0.0
16601,1984,58.0,1.0,2.0,11.0,9,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0
3504,1974,19.0,1.0,5.0,9.0,5,1.0,,1.0,2.0,1.0,1.0,1.0,2.0,,0.0
61458,2016,78.0,1.0,1.0,12.0,6,2.0,,1.0,2.0,1.0,2.0,1.0,2.0,1.0,5.0
9199,1978,45.0,1.0,4.0,12.0,2,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0
58210,2014,47.0,2.0,1.0,12.0,2,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0
42786,2002,80.0,3.0,0.0,9.0,1,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
64136,2018,21.0,1.0,0.0,12.0,5,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
8029,1977,22.0,1.0,2.0,12.0,9,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
65358,2021,29.0,7.0,3.0,6.0,6,3.0,,,,,,,,,0.0
22519,1988,55.0,5.0,2.0,7.0,3,3.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0
17249,1985,36.0,5.0,2.0,12.0,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
37558,1998,56.0,1.0,3.0,12.0,3,1.0,2.0,1.0,2.0,1.0,,1.0,2.0,2.0,4.0
13150,1982,73.0,1.0,1.0,5.0,5,2.0,,2.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0
19831,1986,89.0,1.0,3.0,5.0,4,1.0,,,,,,,,,1.0
41715,2002,32.0,1.0,5.0,12.0,3,1.0,,,,,,,,,1.0
23582,1989,54.0,4.0,4.0,6.0,7,1.0,,,,,,,,,0.0
53886,2010,41.0,1.0,5.0,12.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7900,1977,51.0,1.0,6.0,12.0,5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0
36496,1998,79.0,1.0,1.0,9.0,6,1.0,,2.0,2.0,,2.0,1.0,2.0,2.0,0.0
46568,2006,29.0,2.0,1.0,12.0,2,3.0,,,,,,,,2.0,0.0
35162,1996,19.0,1.0,1.0,,5,2.0,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0
12192,1982,30.0,2.0,1.0,5.0,2,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
47933,2006,31.0,1.0,2.0,12.0,4,2.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,6.0
23776,1989,68.0,2.0,3.0,11.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
25856,1990,35.0,1.0,6.0,11.0,8,1.0,1.0,,2.0,1.0,2.0,1.0,2.0,2.0,3.0
23406,1989,42.0,3.0,0.0,12.0,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
10318,1978,30.0,1.0,2.0,8.0,9,1.0,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0
37668,1998,51.0,1.0,5.0,9.0,3,1.0,,1.0,2.0,,2.0,2.0,2.0,2.0,2.0
27521,1991,73.0,1.0,3.0,11.0,4,1.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0
55544,2012,51.0,2.0,6.0,12.0,5,1.0,1.0,,,,,,,,3.0
23076,1988,85.0,1.0,6.0,,4,1.0,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0
45954,2004,71.0,2.0,5.0,12.0,3,1.0,,,,,,,,,6.0
3376,1974,44.0,1.0,1.0,4.0,8,1.0,,1.0,1.0,1.0,2.0,1.0,2.0,,2.0
52138,2008,42.0,1.0,1.0,9.0,5,2.0,,,,1.0,2.0,1.0,2.0,2.0,1.0
53138,2010,20.0,1.0,2.0,2.0,2,3.0,,,,,,,,,0.0
54210,2010,45.0,2.0,3.0,12.0,5,1.0,1.0,1.0,2.0,1.0,2.0,,2.0,2.0,3.0
61514,2016,39.0,1.0,0.0,12.0,6,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
28034,1993,51.0,2.0,1.0,12.0,1,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
27398,1991,27.0,1.0,3.0,9.0,2,1.0,2.0,,,,,,,,1.0
36987,1998,40.0,13.0,4.0,12.0,3,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0
68567,2021,69.0,1.0,4.0,12.0,5,1.0,1.0,,,,,,,,3.0
62716,2018,84.0,4.0,4.0,9.0,3,1.0,,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0
24510,1989,66.0,1.0,5.0,,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
17380,1985,60.0,2.0,0.0,10.0,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0
30101,1994,46.0,1.0,3.0,12.0,7,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0
27850,1993,37.0,2.0,0.0,12.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
34460,1996,40.0,4.0,1.0,12.0,8,3.0,1.0,1.0,2.0,1.0,,1.0,1.0,2.0,2.0
46448,2004,63.0,2.0,3.0,12.0,4,1.0,,,,,,,,,2.0
11813,1980,54.0,1.0,1.0,11.0,9,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
64944,2021,67.0,3.0,0.0,12.0,1,1.0,2.0,,,,,,,,2.0
24838,1989,33.0,1.0,3.0,12.0,9,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
9404,1978,69.0,1.0,5.0,9.0,4,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
22963,1988,43.0,1.0,6.0,12.0,8,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
22264,1988,26.0,1.0,5.0,11.0,2,1.0,1.0,,,,,,,,0.0
52799,2008,57.0,1.0,0.0,12.0,5,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0
60525,2016,37.0,5.0,0.0,12.0,8,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
59039,2014,26.0,2.0,4.0,12.0,7,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0
62303,2016,46.0,1.0,3.0,8.0,3,1.0,,1.0,,1.0,2.0,,2.0,,4.0
66269,2021,64.0,1.0,0.0,12.0,6,2.0,,,,,,,,,3.0
62941,2018,70.0,1.0,0.0,12.0,9,1.0,1.0,,,,,,,,3.0
41368,2002,45.0,4.0,0.0,12.0,2,2.0,,,,,,,,,2.0
24412,1989,49.0,1.0,1.0,10.0,9,1.0,,1.0,2.0,1.0,2.0,,2.0,2.0,2.0
62922,2018,65.0,4.0,2.0,12.0,9,2.0,,,,1.0,,1.0,,,5.0
68579,2021,72.0,4.0,0.0,12.0,5,1.0,,,,,,,,,1.0
40489,2000,20.0,1.0,5.0,2.0,3,1.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0
32355,1994,32.0,2.0,5.0,12.0,2,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
39289,2000,37.0,1.0,2.0,12.0,5,1.0,,,,,,,,,2.0
1987,1973,27.0,1.0,2.0,9.0,2,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,,2.0
16834,1984,27.0,1.0,4.0,7.0,6,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
48347,2006,42.0,1.0,5.0,,2,1.0,2.0,,,1.0,2.0,,,,2.0
51494,2008,76.0,1.0,3.0,,7,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0
29615,1994,28.0,2.0,6.0,,9,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
9291,1978,76.0,1.0,0.0,8.0,3,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2572,1973,53.0,1.0,7.0,12.0,3,1.0,1.0,2.0,2.0,2.0,2.0,2.0,,,2.0
61749,2016,85.0,2.0,3.0,,3,1.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0
60380,2016,59.0,2.0,0.0,12.0,5,1.0,,,,,,,,,0.0
53498,2010,81.0,2.0,0.0,,5,1.0,,,2.0,,2.0,,2.0,2.0,3.0
30925,1994,20.0,1.0,1.0,,4,1.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0
57674,2014,55.0,1.0,3.0,12.0,2,1.0,2.0,,,,,,,,5.0
18670,1986,40.0,1.0,6.0,11.0,9,1.0,2.0,,,,,,,,2.0
33048,1996,39.0,1.0,0.0,12.0,7,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0
11985,1980,21.0,1.0,4.0,12.0,7,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0
30336,1994,38.0,1.0,3.0,12.0,8,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5924,1975,36.0,1.0,0.0,10.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
69133,2022,71.0,1.0,0.0,12.0,9,1.0,,,,,,,,,
28954,1993,34.0,1.0,1.0,12.0,3,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
42086,2002,30.0,10.0,4.0,12.0,2,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0
55502,2012,18.0,2.0,2.0,12.0,9,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
42763,2002,64.0,1.0,0.0,12.0,5,3.0,,,,,,,,,2.0
12419,1982,25.0,1.0,1.0,9.0,5,1.0,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0
66911,2021,57.0,4.0,1.0,8.0,8,1.0,,,,,,,,,1.0
987,1972,75.0,1.0,5.0,,3,1.0,,1.0,2.0,1.0,1.0,1.0,2.0,,1.0
